"status","code","msg","response__c","response__h","response__l","response__ch","response__cp","response__t","response__s","response__cty","response__ccy","response__exch","response__id","response__tm","info__exchanges","info__sectors","info__server_time","info__credit_count","info___t"
"","","","928.00","931.40","918.20","+10.70","1.17%","1611050399","ARBN","india","INR","NSE","63625","2021-01-19 09:59:59","","","","",""
"","","","3240.00","3250.00","3149.10","+58.60","1.84%","1611050399","BJAT","india","INR","NSE","63626","2021-01-19 09:59:59","","","","",""
"","","","791.00","795.80","774.80","+15.20","1.96%","1611050399","BRGR","india","INR","NSE","63627","2021-01-19 09:59:59","","","","",""
"","","","450.00","456.65","449.35","+1.10","0.25%","1611050399","BION","india","INR","NSE","63628","2021-01-19 09:59:59","","","","",""
"","","","75.65","75.95","73.20","+2.60","3.56%","1611050399","BOB","india","INR","NSE","63629","2021-01-19 09:59:59","","","","",""
"","","","15071.00","15250.00","14650.00","+556.90","3.84%","1611050397","BOSH","india","INR","NSE","63630","2021-01-19 09:59:57","","","","",""
"","","","485.00","487.00","474.10","+12.10","2.56%","1611050396","CADI","india","INR","NSE","63631","2021-01-19 09:59:56","","","","",""
"","","","1555.10","1563.00","1532.00","+12.40","0.8%","1611050399","COLG","india","INR","NSE","63632","2021-01-19 09:59:59","","","","",""
"","","","439.00","440.60","426.85","+13.85","3.26%","1611050397","CCRI","india","INR","NSE","63633","2021-01-19 09:59:57","","","","",""
"","","","542.70","547.45","539.00","+5.20","0.97%","1611050399","DABU","india","INR","NSE","63634","2021-01-19 09:59:59","","","","",""
"","","","3617.00","3631.00","3555.20","+51.70","1.45%","1611050399","DIVI","india","INR","NSE","63635","2021-01-19 09:59:59","","","","",""
"","","","290.95","299.50","278.70","+13.80","4.98%","1611050399","DLF","india","INR","NSE","63636","2021-01-19 09:59:59","","","","",""
"","","","790.35","796.00","780.00","+12.20","1.57%","1611050399","GOCP","india","INR","NSE","63637","2021-01-19 09:59:59","","","","",""
"","","","1023.75","1024.00","984.30","+38.10","3.87%","1611050398","HVEL","india","INR","NSE","63638","2021-01-19 09:59:58","","","","",""
"","","","231.90","235.55","229.00","+0.65","0.28%","1611050398","HPCL","india","INR","NSE","63639","2021-01-19 09:59:58","","","","",""
"","","","303.30","306.40","268.60","+34.70","12.92%","1611050399","HZNC","india","INR","NSE","63640","2021-01-19 09:59:59","","","","",""
"","","","13.30","13.65","13.10","+0.30","2.31%","1611050399","VODA","india","INR","NSE","63641","2021-01-19 09:59:59","","","","",""
"","","","1090.90","1098.90","1070.00","+27.90","2.62%","1611050399","LUPN","india","INR","NSE","63642","2021-01-19 09:59:59","","","","",""
"","","","417.00","418.50","411.25","+5.95","1.45%","1611050399","MRCO","india","INR","NSE","63643","2021-01-19 09:59:59","","","","",""
"","","","159.95","160.30","158.10","+2.95","1.88%","1611050399","MOSS","india","INR","NSE","63644","2021-01-19 09:59:59","","","","",""
"","","","24.70","24.80","24.40","+0.30","1.23%","1611050399","NHPC","india","INR","NSE","63645","2021-01-19 09:59:59","","","","",""
"","","","120.80","121.40","116.75","+4.45","3.82%","1611050398","NMDC","india","INR","NSE","63646","2021-01-19 09:59:58","","","","",""
"","","","3375.00","3405.00","3305.00","+66.60","2.01%","1611050394","ORCL","india","INR","NSE","63647","2021-01-19 09:59:54","","","","",""
"","","","28520.20","28820.00","28130.05","+261.15","0.92%","1611050399","PAGE","india","INR","NSE","63648","2021-01-19 09:59:59","","","","",""
"","","","250.00","251.80","245.55","+6.75","2.77%","1611050399","PLNG","india","INR","NSE","63649","2021-01-19 09:59:59","","","","",""
"","","","1739.00","1761.65","1729.15","+12.15","0.7%","1611050398","PIDI","india","INR","NSE","63650","2021-01-19 09:59:58","","","","",""
"","","","1588.00","1624.90","1581.05","+3.35","0.21%","1611050399","PIRA","india","INR","NSE","63651","2021-01-19 09:59:59","","","","",""
"","","","122.50","122.80","117.90","+5.10","4.34%","1611050399","PWFC","india","INR","NSE","63652","2021-01-19 09:59:59","","","","",""
"","","","11380.00","11449.00","11250.00","+63.95","0.57%","1611050398","PROC","india","INR","NSE","63653","2021-01-19 09:59:58","","","","",""
"","","","36.65","36.75","35.50","+1.20","3.39%","1611050399","PNBK","india","INR","NSE","63654","2021-01-19 09:59:59","","","","",""
"","","","24340.00","24474.85","23789.00","+493.10","2.07%","1611050394","SHCM","india","INR","NSE","63655","2021-01-19 09:59:54","","","","",""
"","","","1229.00","1243.50","1175.00","+55.20","4.7%","1611050399","SRTR","india","INR","NSE","63656","2021-01-19 09:59:59","","","","",""
"","","","1684.00","1705.00","1630.15","+46.85","2.86%","1611050399","SIEM","india","INR","NSE","63657","2021-01-19 09:59:59","","","","",""
"","","","1282.00","1312.10","1267.05","+2.45","0.19%","1611050396","UBBW","india","INR","NSE","63658","2021-01-19 09:59:56","","","","",""
"","","","628.00","639.60","627.00","+0.55","0.09%","1611050399","UNSP","india","INR","NSE","63659","2021-01-19 09:59:59","","","","",""
"","","","106.75","108.80","100.20","+7.20","7.23%","1611050399","LTFH","india","INR","NSE","63660","2021-01-19 09:59:59","","","","",""
"","","","229.35","231.25","217.05","+13.90","6.45%","1611050399","INBF","india","INR","NSE","63661","2021-01-19 09:59:59","","","","",""
"","","","100.05","102.35","98.50","+3.05","3.14%","1611050398","TAMdv","india","INR","NSE","63662","2021-01-19 09:59:58","","","","",""
"","","","1663.80","1675.00","1596.00","+69.75","4.38%","1611050399","INGL","india","INR","NSE","63663","2021-01-19 09:59:59","","","","",""
"","","","515.50","518.50","509.00","+8.60","1.7%","1611050398","ICIR","india","INR","NSE","63664","2021-01-19 09:59:58","","","","",""
"","","","2776.05","2818.60","2750.00","+31.15","1.13%","1611050399","AVEU","india","INR","NSE","63665","2021-01-19 09:59:59","","","","",""
"","","","1515.85","1559.90","1506.85","-7.70","-0.51%","1611050399","ICIL","india","INR","NSE","63666","2021-01-19 09:59:59","","","","",""
"","","","903.00","918.00","890.50","+10.10","1.13%","1611050399","SBIL","india","INR","NSE","63667","2021-01-19 09:59:59","","","","",""
"","","","140.15","142.40","139.20","+1.45","1.05%","1611050399","GENA","india","INR","NSE","63668","2021-01-19 09:59:59","","","","",""
"","","","135.55","138.25","129.60","+5.00","3.83%","1611050399","THEE","india","INR","NSE","63669","2021-01-19 09:59:59","","","","",""
"","","","698.90","701.55","693.70","+4.95","0.71%","1611050399","HDFL","india","INR","NSE","63670","2021-01-19 09:59:59","","","","",""
"","","","362.80","364.40","353.10","+6.80","1.91%","1611050399","BANH","india","INR","NSE","63671","2021-01-19 09:59:59","","","","",""
"","","","3207.00","3226.00","3161.00","+21.15","0.66%","1611050399","HDFA","india","INR","NSE","63672","2021-01-19 09:59:59","","","","",""
"","","","1396.00","1419.00","1343.00","+51.50","3.83%","1611050398","ABB","india","INR","NSE","63723","2021-01-19 09:59:58","","","","",""
"","","","529.90","532.00","512.30","+22.05","4.34%","1611050399","ADEL","india","INR","NSE","63724","2021-01-19 09:59:59","","","","",""
"","","","35.35","35.65","35.25","-0.05","-0.14%","1603875042","ADAN","india","INR","NSE","63725","2020-10-28 08:50:42","","","","",""
"","","","2054.50","2091.90","2047.05","-6.70","-0.33%","1611050399","AIAE","india","INR","NSE","63726","2021-01-19 09:59:59","","","","",""
"","","","994.00","995.60","970.05","+24.00","2.47%","1611050399","AMAR","india","INR","NSE","63727","2021-01-19 09:59:59","","","","",""
"","","","2649.55","2659.00","2580.00","+40.30","1.54%","1611050399","APLH","india","INR","NSE","63728","2021-01-19 09:59:59","","","","",""
"","","","189.25","190.75","179.70","+10.05","5.61%","1611050399","APLO","india","INR","NSE","63729","2021-01-19 09:59:59","","","","",""
"","","","38.80","39.50","38.30","+0.10","0.26%","03:50:45","ARVN","india","INR","NSE","63730","2020-01-19 00:00:00","","","","",""
"","","","53.25","54.15","52.35","+0.85","1.62%","1611050399","BOI","india","INR","NSE","63731","2021-01-19 09:59:59","","","","",""
"","","","1618.00","1620.00","1582.50","+33.40","2.11%","1611050399","BATA","india","INR","NSE","63732","2021-01-19 09:59:59","","","","",""
"","","","599.50","600.95","589.50","+10.70","1.82%","1611050396","BFRG","india","INR","NSE","63733","2021-01-19 09:59:56","","","","",""
"","","","39.85","40.00","38.10","+1.80","4.73%","1611050399","BHEL","india","INR","NSE","63734","2021-01-19 09:59:59","","","","",""
"","","","137.30","138.20","134.10","+3.75","2.81%","1611050399","BAJE","india","INR","NSE","63735","2021-01-19 09:59:59","","","","",""
"","","","138.30","139.95","133.85","+5.40","4.06%","1611050399","CNBK","india","INR","NSE","63736","2021-01-19 09:59:59","","","","",""
"","","","128.75","129.40","127.55","0.00","0%","1611050396","CAST","india","INR","NSE","63737","2021-01-19 09:59:56","","","","",""
"","","","13.95","14.20","13.80","+0.25","1.82%","1611050398","CBI","india","INR","NSE","63738","2021-01-19 09:59:58","","","","",""
"","","","416.00","422.00","404.00","+9.85","2.43%","1611050397","CNTY","india","INR","NSE","63739","2021-01-19 09:59:57","","","","",""
"","","","437.95","447.00","410.70","+28.70","7.01%","1611050399","CHLA","india","INR","NSE","63740","2021-01-19 09:59:59","","","","",""
"","","","835.75","841.85","819.05","+11.90","1.44%","1611050399","CORF","india","INR","NSE","63741","2021-01-19 09:59:59","","","","",""
"","","","1923.00","1929.00","1907.00","+15.95","0.84%","1611050395","CRSL","india","INR","NSE","63742","2021-01-19 09:59:55","","","","",""
"","","","618.00","619.95","595.00","+23.85","4.01%","1611050399","CUMM","india","INR","NSE","63743","2021-01-19 09:59:59","","","","",""
"","","","16.10","16.45","15.95","+0.15","0.94%","1593165599","DWNH","india","INR","NSE","63744","2020-06-26 09:59:59","","","","",""
"","","","12.70","13.00","12.55","+0.20","1.6%","1611050399","DSTV","india","INR","NSE","63745","2021-01-19 09:59:59","","","","",""
"","","","68.70","70.20","66.95","+1.80","2.69%","1611050396","EDEL","india","INR","NSE","63746","2021-01-19 09:59:56","","","","",""
"","","","477.50","493.20","475.00","-3.40","-0.71%","1611050399","EMAM","india","INR","NSE","63747","2021-01-19 09:59:59","","","","",""
"","","","78.50","78.70","77.05","+1.80","2.35%","1611050399","ENGI","india","INR","NSE","63748","2021-01-19 09:59:59","","","","",""
"","","","198.90","199.90","195.00","+4.25","2.18%","1611050399","EXID","india","INR","NSE","63749","2021-01-19 09:59:59","","","","",""
"","","","75.35","75.60","72.00","+3.75","5.24%","1611050399","FED","india","INR","NSE","63750","2021-01-19 09:59:59","","","","",""
"","","","1544.40","1560.00","1530.00","+13.90","0.91%","1611050399","GLAX","india","INR","NSE","63751","2021-01-19 09:59:59","","","","",""
"","","","9669.70","9693.30","9459.00","+47.05","0.49%","03:50:55","GLSM","india","INR","NSE","63752","2020-01-19 00:00:00","","","","",""
"","","","506.50","506.70","496.05","+10.25","2.07%","1611050399","GLEN","india","INR","NSE","63753","2021-01-19 09:59:59","","","","",""
"","","","27.15","27.20","26.10","+1.10","4.22%","1611050399","GMRI","india","INR","NSE","63754","2021-01-19 09:59:59","","","","",""
"","","","419.00","424.45","413.05","-0.15","-0.04%","1611050399","GODI","india","INR","NSE","63755","2021-01-19 09:59:59","","","","",""
"","","","89.85","90.40","87.90","+2.35","2.69%","1611050399","GPPL","india","INR","NSE","63756","2021-01-19 09:59:59","","","","",""
"","","","207.95","212.00","207.50","-1.85","-0.88%","1611050399","GSPT","india","INR","NSE","63757","2021-01-19 09:59:59","","","","",""
"","","","470.50","470.90","470.20","+0.20","0.04%","1603875044","HEXT","india","INR","NSE","63758","2020-10-28 08:50:44","","","","",""
"","","","29.35","30.30","29.15","-0.55","-1.84%","1611050399","IDBI","india","INR","NSE","63759","2021-01-19 09:59:59","","","","",""
"","","","95.30","97.70","91.30","+4.55","5.01%","1611050399","INBA","india","INR","NSE","63760","2021-01-19 09:59:59","","","","",""
"","","","124.05","128.60","123.00","-2.25","-1.78%","1611050399","IHTL","india","INR","NSE","63761","2021-01-19 09:59:59","","","","",""
"","","","557.35","558.95","538.60","+22.15","4.14%","1611050398","IGAS","india","INR","NSE","63762","2021-01-19 09:59:58","","","","",""
"","","","4910.65","4996.60","4857.70","+14.25","0.29%","1611050399","INED","india","INR","NSE","63763","2021-01-19 09:59:59","","","","",""
"","","","45.05","45.70","43.50","+1.95","4.52%","1611050399","IDFC","india","INR","NSE","63764","2021-01-19 09:59:59","","","","",""
"","","","2116.10","2148.25","2107.50","-16.30","-0.76%","1611050399","IPCA","india","INR","NSE","63765","2021-01-19 09:59:59","","","","",""
"","","","116.00","118.00","114.40","+1.90","1.67%","1611050396","IRBI","india","INR","NSE","63766","2021-01-19 09:59:56","","","","",""
"","","","296.25","298.70","284.20","+13.80","4.89%","1611050399","JNSP","india","INR","NSE","63767","2021-01-19 09:59:59","","","","",""
"","","","74.60","74.95","72.60","+2.30","3.18%","1611050396","JSWE","india","INR","NSE","63768","2021-01-19 09:59:56","","","","",""
"","","","754.75","761.55","736.20","+5.65","0.75%","1603875053","JULS","india","INR","NSE","63769","2020-10-28 08:50:53","","","","",""
"","","","2802.00","2831.00","2751.00","-0.40","-0.01%","1611050399","JUBI","india","INR","NSE","63770","2021-01-19 09:59:59","","","","",""
"","","","46.20","46.50","45.25","+0.95","2.1%","1611050398","KARU","india","INR","NSE","63771","2021-01-19 09:59:58","","","","",""
"","","","427.00","428.00","415.10","+15.85","3.86%","1611050399","LICH","india","INR","NSE","63772","2021-01-19 09:59:59","","","","",""
"","","","181.50","184.15","178.35","+3.70","2.08%","1611050399","MMFS","india","INR","NSE","63773","2021-01-19 09:59:59","","","","",""
"","","","800.75","810.80","791.05","+11.70","1.48%","1611050399","TRCE","india","INR","NSE","63774","2021-01-19 09:59:59","","","","",""
"","","","710.80","722.00","694.20","+17.85","2.58%","1611050399","MAXI","india","INR","NSE","63775","2021-01-19 09:59:59","","","","",""
"","","","1682.00","1760.00","1664.15","+18.45","1.11%","1611050399","MINT","india","INR","NSE","63776","2021-01-19 09:59:59","","","","",""
"","","","1620.00","1665.00","1591.20","-15.00","-0.92%","1611050399","MBFL","india","INR","NSE","63777","2021-01-19 09:59:59","","","","",""
"","","","87600.05","88005.70","86150.00","+1938.20","2.26%","1611050395","MRF","india","INR","NSE","63778","2021-01-19 09:59:55","","","","",""
"","","","40.35","40.80","38.40","+2.10","5.49%","1611050399","MRPL","india","INR","NSE","63779","2021-01-19 09:59:59","","","","",""
"","","","45.10","45.25","43.55","+1.65","3.8%","1611050399","NALU","india","INR","NSE","63780","2021-01-19 09:59:59","","","","",""
"","","","584.85","589.00","560.30","+28.00","5.03%","1611050399","OEBO","india","INR","NSE","63781","2021-01-19 09:59:59","","","","",""
"","","","116.30","117.00","115.00","+1.50","1.31%","1611050399","OILI","india","INR","NSE","63782","2021-01-19 09:59:59","","","","",""
"","","","286.00","294.35","281.10","+7.65","2.75%","1611050399","PREG","india","INR","NSE","63783","2021-01-19 09:59:59","","","","",""
"","","","483.70","492.50","480.00","+0.05","0.01%","1611050398","REXP","india","INR","NSE","63784","2021-01-19 09:59:58","","","","",""
"","","","11.35","11.35","11.35","+0.50","4.61%","1593165592","RLCP","india","INR","NSE","63785","2020-06-26 09:59:52","","","","",""
"","","","1.95","2.00","1.95","0.00","0%","1611050397","RLCM","india","INR","NSE","63786","2021-01-19 09:59:57","","","","",""
"","","","35.15","35.15","35.15","+1.65","4.93%","1593165599","RLIN","india","INR","NSE","63787","2020-06-26 09:59:59","","","","",""
"","","","3.90","3.90","3.90","+0.15","4%","1593165498","RPOL","india","INR","NSE","63788","2020-06-26 09:58:18","","","","",""
"","","","147.60","148.00","140.70","+6.70","4.76%","1611050398","RECM","india","INR","NSE","63789","2021-01-19 09:59:58","","","","",""
"","","","5828.00","5860.00","5775.00","+91.70","1.6%","1611050399","SRFL","india","INR","NSE","63790","2021-01-19 09:59:59","","","","",""
"","","","66.00","67.40","65.90","+0.05","0.08%","1611050399","SAIL","india","INR","NSE","63791","2021-01-19 09:59:59","","","","",""
"","","","517.95","519.00","504.05","+15.90","3.17%","1611050398","SUTV","india","INR","NSE","63792","2021-01-19 09:59:58","","","","",""
"","","","6.75","7.10","6.65","-0.20","-2.88%","1611050399","SUZL","india","INR","NSE","63793","2021-01-19 09:59:59","","","","",""
"","","","15.20","16.00","13.55","+0.00","0%","1584611998","SBNK","india","INR","NSE","63794","2020-03-19 09:59:58","","","","",""
"","","","529.00","531.70","512.40","+18.55","3.63%","1611050399","TTCH","india","INR","NSE","63795","2021-01-19 09:59:59","","","","",""
"","","","1133.00","1143.00","1091.05","+13.50","1.21%","1611050398","TATA","india","INR","NSE","63796","2021-01-19 09:59:58","","","","",""
"","","","582.40","591.00","577.35","-2.35","-0.4%","1611050399","TAGL","india","INR","NSE","63797","2021-01-19 09:59:59","","","","",""
"","","","85.60","85.70","82.60","+3.50","4.26%","1611050399","TTPW","india","INR","NSE","63798","2021-01-19 09:59:59","","","","",""
"","","","2749.00","2788.80","2652.10","+103.90","3.93%","1611050399","TORP","india","INR","NSE","63799","2021-01-19 09:59:59","","","","",""
"","","","340.25","341.00","327.60","+12.75","3.89%","1611050399","TOPO","india","INR","NSE","63800","2021-01-19 09:59:59","","","","",""
"","","","31.55","32.25","30.95","+0.90","2.94%","1611050399","TVEB","india","INR","NSE","63801","2021-01-19 09:59:59","","","","",""
"","","","511.35","515.00","500.00","+11.65","2.33%","1611050399","TVSM","india","INR","NSE","63802","2021-01-19 09:59:59","","","","",""
"","","","32.30","32.35","31.85","+0.45","1.41%","1611050399","UNBK","india","INR","NSE","63803","2021-01-19 09:59:59","","","","",""
"","","","909.00","912.00","892.00","+18.10","2.03%","1611050399","VOLT","india","INR","NSE","63804","2021-01-19 09:59:59","","","","",""
"","","","528.65","530.00","512.00","+19.40","3.81%","1611050397","WCKH","india","INR","NSE","63805","2021-01-19 09:59:57","","","","",""
"","","","1640.00","1663.80","1597.55","+20.80","1.28%","1611050399","BLKI","india","INR","NSE","63806","2021-01-19 09:59:59","","","","",""
